,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
132,Data/Client Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
133,Data Analyst - Remote (to GMT+2) / Dublin,Phorest Salon Software,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Software Development,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
134,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Financial"" ""Analyst"" "
135,Analyst - P2P,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
136,Accounting Fundamentals Analyst (French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
137,"Accounts Payable Analyst, AdTech",Opera,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Technology, Information and Internet",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
138,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
139,Transaction Monitoring and Sanctions Screening Analyst,Booking Holdings (NASDAQ: BKNG),"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Holding Companies,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
140,Legal Analyst,Eirkoo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Legal,Law Practice,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
141,Quality Assurance Laboratory Analyst,Connolly's RED MILLS,"Goresbridge, County Kilkenny, Ireland",N/a,Full-time,N/a,N/a,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
142,Data/Technical Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
143,Insurance Collections – Support Analyst,Beacon Hospital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Hospitals and Health Care,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
144,Forensic Data Analyst,Realtime Recruitment,Ireland,Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Financial"" ""Analyst"" "
145,Indirect Tax Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
146,Systems Analyst - Remote,Cpl,"Galway, County Galway, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
147,Insights Analyst,CarTrawler,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Software Development,1,1,0,1,1,0,25/08/2022," ""Financial"" ""Analyst"" "
148,Research Assistant,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
149,French speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
150,Part Qualified Accountant - CDTS,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
151,Quality Assurance Analyst,StatPro,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Financial Services,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
152,QA and Complaints Analyst,Sedgwick,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,"Claims Adjusting, Actuarial Services",0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
153,Service Desk Analyst,Davy,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
154,Actuarial Student,Phoenix Group,"Dublin, County Dublin, Ireland",Internship,Internship,Education and Training,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
155,Commercial Accounts Assistant,Morgan McKinley,"Monaghan, County Monaghan, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
156,Fixed Income Analyst German Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
157,Credit & Collections Specialist w/French,Cpl,"Galway, County Galway, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,1,0,0,25/08/2022," ""Financial"" ""Analyst"" "
158,Cyber Security Analyst,PhoneWatch,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Security and Investigations,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
159,General Ledger Accountant (EMEA),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
160,Trade Surveillance Technical Analyst,Interactive Brokers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Securities and Commodity Exchanges,1,1,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
161,Quantitative Research Programme (PhD) 2023 - Expression of Interest,"Susquehanna International Group, LLP (SIG)","Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,1,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
162,IT Governance Analyst,EirGrid Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Utilities,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
163,Technical Analyst,networx | Recruitment Software & Services,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Non-profit Organizations and Civic and Social Organizations,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
164,Analyst - P2P (18 month contract),Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
165,Complaints Co-Ordinator & Investigation Analyst,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Consulting,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
166,Application Support Analyst,Marex,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Securities and Commodity Exchanges,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
167,Part Qualified Financial Accountant 12M FTC,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
168,GRC Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
169,Client Services Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
170,Fundamentals Analyst - German,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
171,Business Operations Analyst,eTeam,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
172,2022- 100 Business Intelligence Specialist,Jigsaw - The National Centre for Youth Mental Health,"Dublin, County Dublin, Ireland",Entry level,Contract,Research,Mental Health Care,1,0,1,0,0,1,25/08/2022," ""Financial"" ""Analyst"" "
173,Corporate Action Analyst German,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
174,Data Configuration Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Software Development,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
175,Digital Transformation Analyst,Arthur Cox LLP,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Legal Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
176,Insurance QA Analyst,Sedgwick,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,"Claims Adjusting, Actuarial Services",0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
177,"Associate Accountant, Accounts Payable - Hybrid",Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Investment Management,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
178,Accounting Fundamentals Analyst (German/Nordic/French/Russian),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
179,"Fundamentals analyst with German, French, Nordic language or Hebrew",Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
180,Junior software support analyst,Morgan McKinley,"Monaghan, County Monaghan, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
181,Project Manager / Business Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Project Management and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
182,Test Analyst,permanent tsb,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting and Information Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
183,Supply Chain,PSC Biotech Corporation,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
184,O2C Analyst - SCM,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
185,IT Analyst Enterprise Solutions,Maynooth University,"Maynooth, County Kildare, Ireland",Entry level,Full-time,Information Technology,Higher Education,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
186,Web Analytics Analyst,CarTrawler,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Software Development,1,0,0,0,1,0,25/08/2022," ""Financial"" ""Analyst"" "
187,QA Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
188,Tax Analyst-Global Tax/Business Solutions,Elanco,"The Fair Field, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
189,IT Service Desk Analyst,Sedgwick,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,"Claims Adjusting, Actuarial Services",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
190,Part Qualified Financial Accountant 12M FTC,ACCA Careers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Accounting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
191,QA Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
192,Accounting Fundamentals Analyst (Nordic-Danish/Norwegian/Finnish/Swedish),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
193,Polish speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
194,Corporate Action Analyst Hebrew Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services and Accounting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
195,Data Analyst - German,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
196,Indirect Tax Specialist,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
197,QA Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
198,Technical Support Analyst - Ireland,FreedomPay,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
199,"Medical Information Analyst, Spanish & Italian",Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Health Care Provider,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
200,Accounts Receivable Analyst (German Speaking) Hybrid,Quadient,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Accounting/Auditing,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
201,Technical Support Analyst,Realtime Recruitment,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
202,"Associate Accountant, Accounts Payable - Hybrid",ACCA Careers,"Limerick, County Limerick, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Accounting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
203,SAP Project Lead,DXC Technology,Ireland,Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
204,Czech speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
205,German Speaking Fundamentals Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
206,Software Engineer,Mastercard,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
207,Field Engineering Support Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,1,0,0,1,25/08/2022," ""Financial"" ""Analyst"" "
208,QA Analyst,Realtime Recruitment,"Dublin 1, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
209,Project Lead SAP PS/FI,DXC Technology,Ireland,Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
210,SQL Developer,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
211,Software Engineer,Mastercard,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
212,"Order Management Analyst, Digital Media",J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,1,0,1,0,1,1,25/08/2022," ""Financial"" ""Analyst"" "
213,Associate Principal Analyst - Digital Workplace,Gartner,Ireland,Entry level,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Information Services, and Research Services",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
214,Enterprise Service Desk Analyst,Interactive Brokers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Securities and Commodity Exchanges,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
215,IT Support Analyst,Arup,"Cork, County Cork, Ireland",Entry level,Full-time,"Design, Information Technology, and Consulting","IT Services and IT Consulting, Software Development, and Business Consulting and Services",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
216,Medical Information Analyst French,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Health Care Provider,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
217,Data Protection Operations Support - Hybrid Work (Graduate Opportunity),Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Information Technology,Investment Management,0,0,0,0,1,1,25/08/2022," ""Financial"" ""Analyst"" "
218,Quality Assurance Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Software Development,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
219,Digital Project Coordinator,Cpl,"Kildare, County Kildare, Ireland",Entry level,Temporary,Other,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
220,Learning Solution Design Analyst - Supervising Associate,EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Accounting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
221,Product Manager - Ireland OR UK,Global Shares,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
222,Pricing Product Marketing Manager,Fenergo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Marketing,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
223,Business Development - IT Support Sales,Digitise,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
224,.Net Developer,FNZ Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Financial Services,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
225,IT Sales Technical Representative | Dublin UK,Digitise,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales,Computer Networking Products,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
226,Order Management Analyst Digital Media -Japanese speaker,J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,1,0,1,0,1,1,25/08/2022," ""Financial"" ""Analyst"" "
227,Security Content Engineer,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
228,"Software Development & Testing Expert, Remote",Gartner,Ireland,Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Information Services, and Research Services",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
229,Application Support Engineer,"Susquehanna International Group, LLP (SIG)","Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
230,Software Development Engineer in Test - VP,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
