,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
134,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,1,0,0,25/08/2022," ""Business"" ""Analyst"" "
135,Technical Support Analyst - Remote,Kinaxis,"Limerick, County Limerick, Ireland",Entry level,Full-time,"Supply Chain, Information Technology, and Customer Service",Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
136,Technical Support Analyst,Vitalograph,"Ennis, County Clare, Ireland",Entry level,Full-time,Information Technology,Medical Equipment Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
137,IT Analyst,AXA Partners,"Shannon, County Clare, Ireland",Entry level,Full-time,"Project Management, Information Technology, and Engineering",Insurance,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
138,Financial Analyst,Glanbia,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Food and Beverage Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
139,AML Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
140,System Analyst,Clipper Logistics plc,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Operations Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
141,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
142,AML/KYC Analyst,Booking Holdings (NASDAQ: BKNG),"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Holding Companies,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
143,Outsourcing Data Analyst,Trust In SODA,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Insurance,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
144,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,1,0,0,25/08/2022," ""Business"" ""Analyst"" "
145,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
146,Technical Support Analyst - Remote,Kinaxis,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Supply Chain, Information Technology, and Customer Service",Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
147,AML Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
148,Technical Support Analyst - Remote,Kinaxis,"Galway, County Galway, Ireland",Entry level,Full-time,"Supply Chain, Information Technology, and Customer Service",Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
149,Accounts Payable Analyst,Horizon,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
150,Supplier Risk Governance Analyst,Bank of Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Banking,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
151,Systems Analyst,Corporate Functions,"Kilkenny, County Kilkenny, Ireland",Entry level,Full-time,Information Technology,Food and Beverage Services,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
152,Technical Support Analyst - Remote,Kinaxis,"Cork, County Cork, Ireland",Entry level,Full-time,"Supply Chain, Information Technology, and Customer Service",Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
153,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
154,Testing Analyst MCB - Cell Based Assays,Eurofins BioPharma Product Testing Ireland Ltd,"Dungarvan, County Waterford, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
155,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,1,1,1,25/08/2022," ""Business"" ""Analyst"" "
156,Finance Analyst,ACCA Careers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Accounting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
157,Technical Support Analyst - Remote,Kinaxis,"Waterford, County Waterford, Ireland",Entry level,Full-time,"Supply Chain, Information Technology, and Customer Service",Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
158,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
159,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,1,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
160,Associate Principal Analyst - Digital Workplace,Gartner,Ireland,Entry level,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Information Services, and Research Services",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
161,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
162,Workforce Services Analyst,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Strategy/Planning,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
163,Legal Analyst,Eirkoo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Legal,Law Practice,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
164,Nordic Fundamentals Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
165,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
166,QC Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
167,IT Support Analyst,Nostra,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
168,Digital Transformation Analyst,Arthur Cox LLP,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Legal Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
169,2022- 100 Business Intelligence Specialist,Jigsaw - The National Centre for Youth Mental Health,"Dublin, County Dublin, Ireland",Entry level,Contract,Research,Mental Health Care,1,0,1,0,0,1,25/08/2022," ""Business"" ""Analyst"" "
170,QA Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
171,Credit Analyst (12mth Fixed Term Contract),Sysco Ireland,"Limerick, County Limerick, Ireland",Entry level,Contract,Finance and Sales,Food and Beverage Services,0,0,1,1,0,0,25/08/2022," ""Business"" ""Analyst"" "
172,Bilingual Financial Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
173,Credit & Collection Analyst,West Pharmaceutical Services,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,"Medical Equipment Manufacturing, Packaging and Containers Manufacturing, and Pharmaceutical Manufacturing",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
174,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
175,Credit and Collections Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
176,Data analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
177,Fixed Income Analyst- German,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting and Outsourcing and Offshoring Consulting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
178,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
179,Quality Assurance Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Software Development,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
180,Automation IT Analyst,"PerkinElmer, Inc.","Limerick, County Limerick, Ireland",Entry level,Full-time,Information Technology,"Research Services, Biotechnology Research, and Pharmaceutical Manufacturing",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
181,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
182,Equipment Management Laboratory Support Analyst - Ringaskiddy,Eurofins BioPharma Product Testing Ireland Ltd,"Ringaskiddy, County Cork, Ireland",Entry level,Full-time,Information Technology,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
183,QC Microbiology Analyst,Pfizer,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
184,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,1,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
185,Data Analyst,Reperio Human Capital,"Limerick, County Limerick, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
186,QA Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
187,Data Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
188,Technical Analyst - API & Integration Delivery,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
189,Technical Support Analyst - Ireland,FreedomPay,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
190,Data & Insights Specialist,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
191,QC Analyst P2 - Grange Castle,Takeda,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
192,Field Engineering Support Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,1,0,0,1,25/08/2022," ""Business"" ""Analyst"" "
193,QA Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
194,"Data Analyst , Tax Technology & Transformation Team",EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Accounting,1,1,0,1,1,1,25/08/2022," ""Business"" ""Analyst"" "
195,QC Chemistry Analyst (11 month CPL Contract),Pfizer,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
196,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,1,1,0,0,25/08/2022," ""Business"" ""Analyst"" "
197,Commercial & Risk Data Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
198,Financial Analyst Panel,ESB,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Utilities,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
199,Finance Transformation Analyst - 7313,ION,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Software Development,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
200,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
201,QC Sample Management Analyst,Pfizer,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
202,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
203,O2C Analyst - SCM,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
204,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
205,IT Support Analyst,Arup,"Cork, County Cork, Ireland",Entry level,Full-time,"Design, Information Technology, and Consulting","IT Services and IT Consulting, Software Development, and Business Consulting and Services",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
206,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,1,0,0,25/08/2022," ""Business"" ""Analyst"" "
207,Credit Analyst - APA & SME,Robert Walters,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
208,QC Analyst,PSC Biotech Corporation,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
209,Live Support & Monitoring Analyst - Part time,Stats Perform,"Limerick, County Limerick, Ireland",Entry level,Part-time,Information Technology,Spectator Sports,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
210,Operations and Regulatory Finance Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Contract,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
211,Technical Analyst,networx | Recruitment Software & Services,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Non-profit Organizations and Civic and Social Organizations,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
212,Video Collection Analyst,Stats Perform,"County Limerick, Ireland",Entry level,Part-time,Information Technology,Spectator Sports,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
213,Microbiology Analyst - Sterility,Eurofins BioPharma Product Testing Ireland Ltd,"Dungarvan, County Waterford, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
214,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
215,IT Analyst - ERP,Liebherr Group,"Killarney, County Kerry, Ireland",Entry level,Full-time,Information Technology,Industrial Machinery Manufacturing,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
216,IT Governance Analyst,EirGrid Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Utilities,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
217,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
218,Service Data Analyst,Leidos,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Defense and Space Manufacturing,1,1,1,0,0,1,25/08/2022," ""Business"" ""Analyst"" "
219,Collection Analyst - French Speaker,Accenture,"County Dublin, Ireland",Entry level,Full-time,"Customer Service, Analyst, and Finance",Software Development and Financial Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
220,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
221,Fund Accounting Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
222,Event Analyst,Live Nation Entertainment,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Events Services,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
223,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
224,"Medical Information Analyst, Spanish & Italian",Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Health Care Provider,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
225,"Analyst, Transfer Agency (FSC)",ACCA Careers,"Limerick, County Limerick, Ireland",Entry level,Full-time,Business Development and Sales,Accounting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
226,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
227,Corporate Action Analyst German,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
228,Event Analyst,Live Nation Entertainment,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Events Services,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
229,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
230,Research Assistant,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
231,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
232,Data Insights Analyst - Quality and Compliance,PharmiWeb.Jobs,"Dublin, County Dublin, Ireland",Entry level,Contract,"Research, Analyst, and Information Technology",Staffing and Recruiting,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
233,Intreo Job Fair,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Strategy/Planning,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
234,"Systems Analyst, Investigator Payments Group (IPG)",ICON plc,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
235,Transaction Monitoring and Sanctions Screening Analyst,Booking Holdings (NASDAQ: BKNG),"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Holding Companies,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
236,QC Analyst,Haleon,"Dungarvan, County Waterford, Ireland",Entry level,Full-time,Quality Assurance,Consumer Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
237,Desktop Support Analyst,Arup,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Design, Information Technology, and Consulting","IT Services and IT Consulting, Software Development, and Business Consulting and Services",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
238,Experienced Chemistry Analyst - East Cork Carrigtohill,Eurofins BioPharma Product Testing Ireland Ltd,"Cork, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
239,Service Desk Analyst,GBS IT EMEA /ASPAC,"Kilkenny, County Kilkenny, Ireland",Entry level,Full-time,Information Technology,Food and Beverage Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
240,Video Collection Analyst,Stats Perform,"Limerick, County Limerick, Ireland",Entry level,Part-time,Accounting/Auditing and Finance,Spectator Sports,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
241,Data Insights Analyst - Quality and Compliance,ICON plc,"Dublin City, County Dublin, Ireland",Entry level,Contract,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
242,DDI Technical Analyst,ManpowerGroup Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Computer and Network Security,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
243,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
244,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
245,QC Analyst,Life Science Recruitment,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
246,Corporate Action Analyst Hebrew Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services and Accounting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
247,Insights Analyst,CarTrawler,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Software Development,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
248,IP Analyst French,Accenture UK,"Dublin City, County Dublin, Ireland",Entry level,Contract,Legal,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
249,"Accounts Payable Analyst, AdTech",Opera,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Technology, Information and Internet",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
250,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
251,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
252,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,1,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
253,Mutual Fund Analyst German language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
254,Quality Control Analyst I,Adaptive HVM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,"Appliances, Electrical, and Electronics Manufacturing",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
255,TPRM Analyst,Robert Walters,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
256,Microbiology Analyst - Limerick,Eurofins BioPharma Product Testing Ireland Ltd,"Limerick, County Limerick, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
257,Data Configuration Analyst,Confluence,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Software Development,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
258,Event Analyst,Ticketmaster,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Travel Arrangements,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
259,Event Analyst,Ticketmaster,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Travel Arrangements,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
260,"Senior Analyst, IT Client Support - EMEA",Cardinal Health,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,"Medical Equipment Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Hospitals and Health Care",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
261,Digital Product Manager - Ryanair Web,Ryanair - Europe's Favourite Airline,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Airlines and Aviation,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
262,Commercial Data Analyst,Hostelworld Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Travel Arrangements,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
263,Product Manager,NewsWhip,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Public Relations and Communications Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
264,Mutual Fund Analyst German Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
265,Accounting Fundamentals Analyst (French),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
266,Data Analyst - Setup and Implementation,Life Science Recruitment,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
